,title,at_scale_year,eis_url,bup_url,bldg_id
225,The Proposed Re-siting and Co-location of Achievement First Voyager Middle School (84K876) to Building K092 with P.S. 92 Adrian Hegeman (17K092) Beginning in the 2017-2018 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/AF4EDFE0-3732-44BD-8E59-76E7105C47E8/206151/Amended_EIS_ResitingAFVoyager_Vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/AF4EDFE0-3732-44BD-8E59-76E7105C47E8/204172/BUP_AFVoyager_vfinal.pdf,K092
227,The Proposed Re-siting of M.S. 442 Carroll Gardens School for Innovation (15K442) to Building K280 in the 2017-2018 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/AF4EDFE0-3732-44BD-8E59-76E7105C47E8/204155/MS442_ReSiting_EIS_vfinal.pdf,,K280
228,The Proposed Re-Siting of P.S. 315 The Lab School (10X315) from Building X859 to New Building X779 Beginning in the 2017-2018 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/AF4EDFE0-3732-44BD-8E59-76E7105C47E8/204153/EIS_Resitingof10x315_vfinal.pdf,,X779
229,The Proposed Re-Siting of P.S. 191 (03M191) to New Building M342 in the 2017-2018 School Year,2022.0,http://schools.nyc.gov/NR/rdonlyres/42C9C7E4-33F2-42B5-BC66-D9C6CCD6930F/204346/03M191ResitingtoM342EISvfinal3.pdf,,M342
230,The Proposed Consolidation of the Academy of the Arts (08X335) with The Museum School (08X333) in Building X060 Beginning in the 2017-2018 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/42C9C7E4-33F2-42B5-BC66-D9C6CCD6930F/202627/08X33308X335consolidationEISvfinal.pdf,,X060
233,The Proposed Re-Siting of District 75 Program P10X@X152 (75X010) and Co-location with P.S. 333 The Museum School (08X333) in Building X060 Beginning in the 2017-2018 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/42C9C7E4-33F2-42B5-BC66-D9C6CCD6930F/202618/EIS_75X010ReSitingandColocationvfinal.pdf,,X060
236,The Proposed Re-siting and Co-location of the New The American Academy Charter School (84K736) in Building K233 with P.S. 233 Langston Hughes (18K233) Beginning in the 2016-2017 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/78EE4251-9A54-4096-8782-5B898FD2140C/197206/EIS_ResitingNewAmericantoK233_vFinal.pdf,http://schools.nyc.gov/NR/rdonlyres/78EE4251-9A54-4096-8782-5B898FD2140C/197207/BUP_NewAmericanatK233_vfinal.pdf,K233
238,"The Proposed Opening and Temporary Co-location of Brooklyn Prospect Charter School - Clinton Hill (84KTBD) with Brooklyn Community High School of Communication, Arts, and Media (13K412), Brooklyn High School for Leardership and Community Service (13K616), and P.S. K369 Coy L. Cox (75K369) in Building K117 Beginning in 2016-2017",2017.0,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/194008/K117_BKProspect_EIS_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/194009/K117_BKProspect_BUP_vfinal.pdf,K117
243,The Proposed Grade Truncation of P.S. 327 Dr. Rose B. English (23K327) from a K-8 School to a K-5 School Beginning in the 2016-2017 School Year,2018.0,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/193733/23K327_Grade_Truncation_EIS_vfinal.pdf,,K327
245,The Proposed Consolidation of Upper School @ P.S. (16K534) with P.S. 308 Clara Cardwell (16K308) in Building K308 Beginning in the 2016-2017 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/195834/AmendEIS_K308Cons_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/195835/AmendBUP_K308Consolidation_vfinal.pdf,K308
247,"The Proposed Opening and Co-location of a New Site of an Existing District 75 School P.S. K753 (75K753) with High School of Innovation in Advertising and Media (18K617), High School for Medical Professions (18K633), Urban Action Academy (18K642), and School for Cooperative Technical Education (79M645) in Building K500 Beginning in 2016-2017",2017.0,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/194011/K500_NewD75_EIS__vfinal.pdf,,K500
249,The Proposed Temporary Co-location of the Ninth and Tenth Grades of Unity Preparatory Charter School of Brooklyn (84K757) with Brownsville Academy High School (17K568) in Building K907 Beginning in 2016-2017,2017.0,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/194042/K907_UnityPrepTempColo_EIS_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/194043/K907_UnityPrepTempColo_BUP_vfinal.pdf,K907
250,"The Proposed Opening and Co-location of the Middle School Grades of Success Academy Charter School- Bed-Stuy 1 (84K367) and Success Academy Charter School - Bed-Stuy 2 (84K125), Collectively Known As Success Academy - Bed- Stuy Middle School, with the Elementary Grades of Success Academy Charter School Bed-Stuy 1 and District 75 Program (75K368) in Building K033 Beginning in the 2016-2017 School Year",2019.0,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/194039/K033_SAExpansionEIS_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/EEBE7C2C-ACC7-458A-B3DB-1094D109D2F8/194040/K033_SAExpansion_BUP_vfinal.pdf,K033
257,The Proposed Grade Truncation of Brooklyn School for Global Studies (15K429) in Building K293 from a 6-12 School to a 9-12 School Beginning in the 2016-2017 School Year,2018.0,http://schools.nyc.gov/NR/rdonlyres/F341F6C0-0F84-4438-8ABA-A86CE790699D/192664/EIS_K293_Truncation_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/F341F6C0-0F84-4438-8ABA-A86CE790699D/192666/BUP_K293_Truncation_vfinal.pdf,K293
261,The Proposed Re-Siting and Co-location of the Middle School Grades of Achievement First Apollo Charter School (84K774) to Building K292 with J.H.S 292 Margaret S. Douglass (19K292) Beginning in the 2016-2017 School Year.,2018.0,http://schools.nyc.gov/NR/rdonlyres/4B089A83-DEEA-41C3-A5FB-CD229BCF5682/192680/2Amend_EIS_ResitingAFApolloMS_K292_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/4B089A83-DEEA-41C3-A5FB-CD229BCF5682/191542/BUP_AFApolloESatK302_vfinal.pdf,K302
264,The Proposed Re-Siting and Co-location of the Middle School Grades of Achievement First Apollo Charter School (84K774) to Building K292 with J.H.S 292 Margaret S. Douglass (19K292) Beginning in the 2016-2017 School Year.,2019.0,http://schools.nyc.gov/NR/rdonlyres/4B089A83-DEEA-41C3-A5FB-CD229BCF5682/192680/2Amend_EIS_ResitingAFApolloMS_K292_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/4B089A83-DEEA-41C3-A5FB-CD229BCF5682/192681/2Amend_BUP_AFHS_ApolloMS_K292_vfinal.pdf,K292
267,The Proposed Opening and Co-location of the High School Grades of Achievement First Brownsville (84K626) and the High School Grades of Achievement First Apollo (84K774) with Existing School J.H.S. 292 (19K292) in Building K292 Beginning in the 2016-2017 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/4B089A83-DEEA-41C3-A5FB-CD229BCF5682/192659/2Amend_EIS_AFHSatK292_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/4B089A83-DEEA-41C3-A5FB-CD229BCF5682/192660/2Amend_BUP_AFHS_ApolloK292_vfinal.pdf,K292
270,The Proposed Temporary Re-Siting and Co-location of a Portion of P.S. Marino Jeantet (24Q110) and P.S. Q277 (75Q277) in Building Q315 for Three Years Beginning in the 2016-2017 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/D9619074-60BF-4445-9534-C2E62C24B858/190422/RevEIS24Q019_TempResitingQ315vFinal.pdf,,Q315
273,The Proposed Temporary Re-Siting and Co-location of a Portion of P.S. Marino Jeantet (24Q110) and P.S. Q277 (75Q277) in Building Q315 for Three Years Beginning in the 2016-2017 School Year,2018.0,http://schools.nyc.gov/NR/rdonlyres/D9619074-60BF-4445-9534-C2E62C24B858/190422/RevEIS24Q019_TempResitingQ315vFinal.pdf,,Q315
274,The Proposed Opening and Co-location of Success Academy Charter School - NYC 7 (84KTBD) with Existing Schools P.S. 25 Eubie Blake (16K534) in Building K025 Beginning in the 2016-2017 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/D9619074-60BF-4445-9534-C2E62C24B858/190819/AmendedEIS_SuccessatK025_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/D9619074-60BF-4445-9534-C2E62C24B858/190416/BUPSuccessatK025_vfinal.pdf,K025
277,The Proposed Consolidation of Urban Assembly Academy of Civic Engagement (08X366) with Mott Hall Community School (08X467) in Building X192 Beginning in the 2016-2017 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/4AE3D9CE-7A42-42D0-A3FF-DA8C799E57AE/190002/AMENDED_EIS_08X366_Consolidation_vfinal1.pdf,,X192
281,The Proposed Opening and Co-location of Success Academy Charter School - New York 6 (84KTBD) with Existing School P.S. 297 Abraham Stockton (14K297) in Building K297 Beginning in the 2016-2017 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/4AE3D9CE-7A42-42D0-A3FF-DA8C799E57AE/189999/EIS_SuccessatK297_revision_vfinal1.pdf,http://schools.nyc.gov/NR/rdonlyres/4AE3D9CE-7A42-42D0-A3FF-DA8C799E57AE/190000/BUPSuccessatK297_revision_vfinal1.pdf,K297
283,The Proposed Re-Siting of P.S. 211 (24Q211) To New Building Q298 Beginning in the 2017-2018 School Year.,2017.0,http://schools.nyc.gov/NR/rdonlyres/7E9BED87-11CB-496C-933A-F0C34FA9A541/189706/AmendedEIS_24Q211_ResitingvFinal.pdf,,Q269
285,The Proposed Grade Truncation of Knowledge and Power Preparatory Academy (09X215) from a 5-8 School to a 6-8 School Beginning in the 2016-2017 School Year,2018.0,http://schools.nyc.gov/NR/rdonlyres/7E9BED87-11CB-496C-933A-F0C34FA9A541/187928/09X215_Grade_Truncation_EIS_vfinal1.pdf,,X148
288,The Proposed Re-Siting of Satellite West Middle School (13K313) to New Building K611 in the 2016-2017 School Year,2018.0,http://schools.nyc.gov/NR/rdonlyres/7E9BED87-11CB-496C-933A-F0C34FA9A541/187930/EIS13K313_vfinal.pdf,,K611
290,The Proposed Consolidation of M.S. 334 Middle School for Academic and Social Excellence (17K334) with M.S. 354 The School of integrated Learning (17K354) in Building K390 Beginning in the 2016-2017 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/7E9BED87-11CB-496C-933A-F0C34FA9A541/187925/ProposedConsolidationofK334354EISvFinal1.pdf,http://schools.nyc.gov/NR/rdonlyres/7E9BED87-11CB-496C-933A-F0C34FA9A541/187945/BUP_K334K354ConsolidationinK390_vfinal.pdf,K390
293,The Proposed Re-Siting of P.S. 211 (24Q211) To New Building Q298 Beginning in the 2017-2018 School Year.,2022.0,http://schools.nyc.gov/NR/rdonlyres/7E9BED87-11CB-496C-933A-F0C34FA9A541/189706/AmendedEIS_24Q211_ResitingvFinal.pdf,,Q298
294,The Proposed Opening and Co-location of Success Academy Charter School - New York 4 (84QTBD) with Existing Schools M.S. 53 Brian Piccolo (27Q053) and Village Academy Middle School (27Q319) in Building Q053 Beginning in the 2016-2017 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/7E9BED87-11CB-496C-933A-F0C34FA9A541/189166/Revised110215_EIS_84QTBD_ColocationatQ053_vFinal.pdf,http://schools.nyc.gov/NR/rdonlyres/7E9BED87-11CB-496C-933A-F0C34FA9A541/189167/RevisedBUP_SuccessAcademy_Q053_vFinal.pdf,Q053
298,"The Proposed Expansion of Success Academy Charter School – Cobble Hill (84K129) in Building K293 with Brooklyn School for Global Studies (15K429), School for International Studies (15K497), and One Site of an Existing District 75 Program P368K (75K368) Beginning in the 2016-2017 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/48F82A33-1E19-492D-A4A0-5C856391ADAB/181034/EIS_K293_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/48F82A33-1E19-492D-A4A0-5C856391ADAB/183003/AmendedBUP_Success_Academy_K293_vfinal.pdf,K293
302,"The Proposed Expansion of Icahn Charter School 7 (84X362) in Buildings X093 and X893 with P.S. 93 Albert G. Oliver (08X093), Beginning in the 2016-2017 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/01438389-8569-42DF-AD4E-D3D99608EC28/180162/EIS_X093_Icahn7Expansion_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/01438389-8569-42DF-AD4E-D3D99608EC28/180163/BUP_X093_Icahn7CoLocExpan_vfinal.pdf,X093
304,"The Proposed Expansion of Icahn Charter School 7 (84X362) in Buildings X093 and X893 with P.S. 93 Albert G. Oliver (08X093), Beginning in the 2016-2017 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/01438389-8569-42DF-AD4E-D3D99608EC28/180162/EIS_X093_Icahn7Expansion_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/01438389-8569-42DF-AD4E-D3D99608EC28/180163/BUP_X093_Icahn7CoLocExpan_vfinal.pdf,X893
306,The Proposed Co-Location of New Visions Charter High School For Advanced Math and Science IV (84QTBD) with Existing Schools August Martin High School (27Q400) and Voyages Prep – South Queens Transfer High School (27Q261) in Building Q400 Beginning in the 2015-2016 School Year,2018.0,http://schools.nyc.gov/NR/rdonlyres/10D5EAC8-48D2-435A-B2D2-C511A236C246/178507/Q400_NewVisionsCharterHSColocation_EIS_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/10D5EAC8-48D2-435A-B2D2-C511A236C246/178508/BUP_NewVisionsQ400_vfinal.pdf,Q400
310,"The Proposed Temporary Co-Location of Grades 3-5 of Success Academy Charter School – Bronx 3 (84X380) with Existing Schools J.H.S. 145 Arturo Toscanini (09X145), Urban Science Academy (09X325), and New Millennium Business Academy Middle School (09X328) in Building X145 Beginning in the 2015-2016 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/10D5EAC8-48D2-435A-B2D2-C511A236C246/178504/EIS_X145_84X380_SABronx3_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/10D5EAC8-48D2-435A-B2D2-C511A236C246/178505/BUP_X145_84X380SABronx3_updated_vfinal.pdf,X145
315,The Proposed Temporary Partial Re-siting and Co-location of P.S. 24 Andrew Jackson (25Q024) with P.S. 107 Thomas A. Dooley (25Q107) in Building Q107 for Three Years Beginning in the 2015-2016 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/F9897383-334E-4238-B303-AD920880C449/177179/EIS_25Q024_ResitingQ107vfinal.pdf,,Q107
317,"The Proposed Re-siting of a Portion of P.S. 199 Maurice A. Fitzgerald (24Q199) to Building Q777, Beginning in the 2015-2016 School Year",2019.0,http://schools.nyc.gov/NR/rdonlyres/F9897383-334E-4238-B303-AD920880C449/177177/EIS_24Q199PartialResitingQ777_vfinal.pdf,,Q777
319,"The Proposed Re-siting of a Portion of P.S. 199 Maurice A. Fitzgerald (24Q199) to Building Q777, Beginning in the 2015-2016 School Year",2019.0,http://schools.nyc.gov/NR/rdonlyres/F9897383-334E-4238-B303-AD920880C449/177177/EIS_24Q199PartialResitingQ777_vfinal.pdf,,Q841
321,"The Proposed Re-siting of a Portion of P.S. 199 Maurice A. Fitzgerald (24Q199) to Building Q777, Beginning in the 2015-2016 School Year",2019.0,http://schools.nyc.gov/NR/rdonlyres/F9897383-334E-4238-B303-AD920880C449/177177/EIS_24Q199PartialResitingQ777_vfinal.pdf,,Q199
323,The Proposed Grade Expansion of the Young Women’s Leadership School of the Bronx (09X568) with Existing School I.S. 117 Joseph H. Wade Academies (09X117) in School Building X117 Beginning in the 2015-2016 School Year,2018.0,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/177032/AMENDEDEIS_X568_YWLS_Expansion_vfinal.pdf,,X117
325,"The Proposed Opening and Co-Location of The Bronx Charter School for Better Learning II (84XTBD) with J.H.S. 144 Michelangelo (11X144) and Pelham Gardens Middle School (11X566) in Building X144, Beginning in the 2015-2016 School Year",2020.0,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/175947/EIS_BBLII_X144_New_School_Siting_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/175949/BUP_84XTBD_11X566_11X144_X144_vfinal.pdf,X144
328,"The Proposed Co-location of the High School Grades of Achievement First Bushwick (84K538) and the High School Grades of Achievement First East New York (84K358) with Existing Schools I.S. 347 School of Humanities (32K347) and I.S. 349 Math, Science and Tech. (32K349) in Building K111 Beginning in 2015-2016",2018.0,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/177792/SecondAmendedEIS_AFK111vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/177059/BUP_AFUniversityPrepK111_vfinal.pdf,K111
331,"The Proposed Expansion of Success Academy Charter School - Bed-Stuy 1 (84K367) in Building K033 with The School for the Urban Environment (14K330), Foundations Academy (14K322), and a District 75 Program (75K368), Beginning in the 2015-2016 School Year",2019.0,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/177917/SecAmen_EISK033_vfinal1.pdf,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/177052/BUP_K033_CoLocationExpansion_vfinal.pdf,K033
335,The Proposed Temporary Partial Re-siting and Co-location of P.S. 46 Edgar Allan Poe (10X046) with Thomas C. Giordano M.S. 45 (10X045) in Building X045 for Four Years Beginning in the 2015-2016 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/175944/EIS_10X046_ResitingX045vfinal.pdf,,X045
337,The Proposed Temporary Partial Re-siting and Co-location of P.S. 46 Edgar Allan Poe (10X046) with Thomas C. Giordano M.S. 45 (10X045) in Building X045 for Four Years Beginning in the 2015-2016 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/26FAB2FF-F19C-4704-AF79-95BF12BB0FF6/175944/EIS_10X046_ResitingX045vfinal.pdf,,X046
338,The Proposed Grade Truncation of P.S. 152 Gwendoline N. Alleyne School (30Q152) from a K-6 School to a K-5 School Beginning in the 2015-2016 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171075/30Q152_EIS_vfinal.pdf,,Q152
339,The Proposed Grade Expansion of Central Park East II (04M964) from K-5 to K-8 and the Proposed Co-location of Central Park East II’s Middle School Grades with P.S. 108 Assemblyman Angelo Del Toro (04M108) in Building M108 Beginning in the 2015-2016 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/A07170DC-C942-47AE-8E1A-91B0DF349222/175503/AMENDEDCPEIIExpansioninM108vFINAL.pdf,,M108
341,The Proposed Re-siting of The Peck Slip School (02M343) from Building M860 to New Building M343 in the 2015-2016 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171065/EIS_PeckSlipResitingvFINAL.pdf,,M343
342,The Proposed Grade Expansion of P.S. 251 (29Q251) from a K-3 to a K-5 School Beginning in 2015-2016,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171073/Q251gradeexpansionEISvfinal.pdf,,Q231
345,The Proposed Grade Expansion of P.S. 251 (29Q251) from a K-3 to a K-5 School Beginning in 2015-2016,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171073/Q251gradeexpansionEISvfinal.pdf,,Q251
348,The Proposed Re-Siting and Co-location of P.S. 110 (24Q110) with a New Site of an Existing District 75 School P.S. Q277 (75Q277) in New Building Q315 Beginning in the 2015-2016 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171069/24Q110_ResitingandColocation_EIS_vfinal.pdf,,Q315
350,The Proposed Re-siting of Beacon High School (03M479) to New Building M912 and Co-Location with P.S. 35 (75M035) Beginning in the 2015-2016 School Year,2019.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171067/BeaconResitingEISvFinal.pdf,,M912
352,The Proposed Re-siting of Kindergarten and First Grade of P.S. 112 Lefferts Park (20K112) in New Building K768 Beginning in the 2015-2016 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171173/EIS_PS112resiting_vfinal.pdf,,K112
353,The Proposed Re-siting of Kindergarten and First Grade of P.S. 112 Lefferts Park (20K112) in New Building K768 Beginning in the 2015-2016 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171173/EIS_PS112resiting_vfinal.pdf,,K768
354,"The Proposed Grade Expansion of P.S. 305 Learners and Leaders (24Q305) from a K-3 to a K-5 School, and the Partial Re-Siting of P.S. 305 Learners and Leaders to Building Q320, Beginning in the 2015- 2016 School Year",2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171071/EIS_24Q305ExpansionandPartialResitingQ320_vfinal.pdf,,Q245
355,"The Proposed Grade Expansion of P.S. 305 Learners and Leaders (24Q305) from a K-3 to a K-5 School, and the Partial Re-Siting of P.S. 305 Learners and Leaders to Building Q320, Beginning in the 2015- 2016 School Year",2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171071/EIS_24Q305ExpansionandPartialResitingQ320_vfinal.pdf,,Q320
356,The Proposed Re-siting and Co-location of a Portion of P.S. 130 The Parkside (15K130) with a New District Middle School (15KTBD) and a District 75 Program (75K053) in New Building K437 Beginning in the 2015-2016 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171171/EIS_PS_130_Split_Siting_vfinal.pdf,,K130
357,The Proposed Re-siting and Co-location of a Portion of P.S. 130 The Parkside (15K130) with a New District Middle School (15KTBD) and a District 75 Program (75K053) in New Building K437 Beginning in the 2015-2016 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/D7B638C0-65C7-4075-9F73-5B631C64E959/171171/EIS_PS_130_Split_Siting_vfinal.pdf,,K437
360,"The Proposed Re-Siting of a Portion of Richmond Hill High School
(27Q475) from Building Q636 to Building Q475 During the 2014-2015
and 2015-2016 School Years, and the Temporary Co-location of a
Portion of Richmond Hill High School (27Q475) with Epic High School
– North (27Q334) in Building Q636 for the 2014-2015 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/C62B6CF8-89DF-4745-8B63-CE7082D16770/164492/EIS_Q475resite_vFINAL.pdf,,Q475
361,"The Proposed Co-location of Two District High Schools
(02M280 and 02M282) with Existing Schools The Urban
Assembly School for Emergency Management (02M135) and
Murry Bergtraum High School for Business Careers (02M520)
in Building M520 Beginning in the 2014-2015 School Year",2019.0,http://schools.nyc.gov/NR/rdonlyres/1DD21B74-8CFD-415B-8200-7F9F3B324068/160168/M520EIS_vFINAL.pdf,,M520
365,"The Proposed Grade Truncation of I.S. 125 Thom J. McCann
Woodside (24Q125) from a 5-8 School to a 6-8 School
Beginning in the 2014-2015 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/1DD21B74-8CFD-415B-8200-7F9F3B324068/159921/Q125_EIS_vFinal.pdf,,Q125
366,"The Proposed Extension and Expansion of the Temporary Co-location of the Middle School Grades of Harlem Prep Charter School (84M708) with M.S. 224 Manhattan East School for Arts & Academics (04M224), Renaissance Charter High School for Innovation (84M433), and Success Academy Charter School – Harlem 3 (84M385) in Building M099 through the 2014-2015 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/1DD21B74-8CFD-415B-8200-7F9F3B324068/159947/M099EIS.pdf,http://schools.nyc.gov/NR/rdonlyres/1DD21B74-8CFD-415B-8200-7F9F3B324068/159948/M099BUP.pdf,M099
370,"The Proposed Re-Siting and Co-location of P.S. 290 A.C.E.
Academy for Scholars at the Geraldine Ferraro Campus
(24Q290) with P.S. Q277 (75Q277@Q290), a District 75 School, in
New Building Q290 Beginning in the 2014-2015 School Year",2019.0,http://schools.nyc.gov/NR/rdonlyres/455F6998-9240-4D29-859B-08E83BA18C80/153325/24Q290_ResitingandColocation_EIS_vfinal1.pdf,,Q290
372,"The Proposed Co-location of a New District High School
(16K765) with Existing Schools Boys and Girls High School
(16K455) and Research and Service High School (16K669) in
Building K455 Beginning in 2014-2015
",2017.0,http://schools.nyc.gov/NR/rdonlyres/455F6998-9240-4D29-859B-08E83BA18C80/153329/NewDistrictHS_K455_vfinal.pdf,,K455
375,"The Proposed Opening and Co-location of New High
School 29Q313 with Business, Computer Applications &
Entrepreneurship High School (29Q496), Mathematics,
Science Research and Technology Magnet High School
(29Q492), Law, Government and Community Service
High School (29Q494), Humanities & Arts Magnet High
School (29Q498), and Institute for Health Professions at
Cambria Heights (29Q243) in School Building Q490
Beginning in 2014-2015
",2017.0,http://schools.nyc.gov/NR/rdonlyres/B122F4F4-30A6-420E-9A0B-97FB288B216A/153568/ReplacementBCAE_29Q313_v20final.pdf,,Q490
381,"The Proposed Re-siting and Co-location of a Portion of One Grade
Level of P.S. 19 Marino Jeantet (24Q019) with P.S. 211 (24Q211) in
Building Q269 Beginning in the 2013-2014 School Year ",2018.0,http://schools.nyc.gov/NR/rdonlyres/B122F4F4-30A6-420E-9A0B-97FB288B216A/152349/24Q019_ColocationEIS_vFINAL.pdf,,Q269
383,"The Proposed Co-Location of Grades Five through Eight of a New 
Public Charter School Achievement First North Brooklyn Preparatory
Charter School (84KTBD) with Existing School P.S. 299 Thomas
Warren Field (32K299) in Building K299 Beginning in 2015-2016
",2018.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150115/EIS_AFCentralBK58K299_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150116/BUP_84KTBD_AFNorthK299_vfinal.pdf,K299
384,"The Proposed Co-Location of Grades Five through Eight of a New
Public Charter School Achievement First North Brooklyn Preparatory
Charter School (84KTBD) with Existing School P.S. 299 Thomas
Warren Field (32K299) in Building K299 Beginning in 2015-2016
",2018.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150115/EIS_AFCentralBK58K299_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150116/BUP_84KTBD_AFNorthK299_vfinal.pdf,K299
385,"The Proposed Co-location of Grades Six through Eight of
Explore Exceed Charter School’s (84K333) with Existing Schools
P.S. 375 Jackie Robinson School (17K375) and M.S. 352 Ebbets
Field Middle School (17K352) in Building K320 Beginning in
2015-2016",2017.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150283/EIS_ColocationofExploreExceedK320vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150284/BUP_84K333ExploreExceedColocation_vfinal.pdf,K320
388,"The Proposed Re-Siting and Grade Expansion of M.S. 260
Clinton School for Writers and Artists (02M260) from a 6-8 to
a 6-12 School in Building M868 Beginning in the 2015-2016
School Year",2018.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150092/02M260Expansionv_FINAL.pdf,,M933
